["Mozilla/5.0 (Linux; Android 13; 23013PC75G Build/TP1A.220624.014; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.5279.40 Mobile Safari/537.36",",
"Mozilla/5.0 (Linux; U; Android 12; PGW110 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/ 70.0.5561.66 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; U; Android 10; PGW110 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/ 95.0.5408.70 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; U; Android 8.1.0; 1201 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/ 48.0.3668.55 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; U; Android 8.1.0; PGW110 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/ 56.0.4958.93 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; U; Android 7.1.1; PFGM00 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/ 95.0.5681.94 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; U; Android 5.1; R7sf Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/ 72.0.4546.26 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; U; Android 6.0.1; PFGM00 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/ 79.0.3151.82 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; U; Android 8.1.0; PGCM10 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/ 66.0.4142.66 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; U; Android 8.1.0; R7sf Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/ 50.0.3610.38 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; U; Android 7.1.1; PGW110 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/ 60.0.3139.57 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; U; Android 7.1.1; PFGM00 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/ 76.0.5078.81 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; U; Android 4.4.4; PGW110 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/ 58.0.4660.47 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; U; Android 13; CPH2513 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/ 87.0.5057.80 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; U; Android 13; PFGM00 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/ 46.0.3902.23 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 2109119BC Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/106.0.4545.75 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; 2109119BC Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.3360.96 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 21091116UI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/68.0.3853.55 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 2109119BC Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/92.0.3016.88 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 2109119BC Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/53.0.4660.87 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; 22061218C Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/89.0.4909.35 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; 2109119DG Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/66.0.5317.60 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 2201116SG Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/90.0.3860.80 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 21091116UI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.4511.85 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 2109119BC Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.5270.91 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 2109119DG Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/104.0.3962.87 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 21091116UI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/97.0.3310.65 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 2201116SG Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/73.0.5866.68 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; 2109119BC Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/81.0.5995.63 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; 21091116UI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/77.0.4981.21 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 22071219AI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/51.0.3944.68 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 21091116UI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/112.0.5514.68 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; 23053RN02L Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/65.0.5087.64 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 22087RA4DI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.5640.85 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; MI CC9 Pro Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/89.0.4345.67 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 2109119BC Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/73.0.3133.46 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 22071219AI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/46.0.4766.44 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 2109119DG Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.3546.69 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 2109119DG Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.5244.34 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; 22087RA4DI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.4130.65 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 23053RN02L Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/99.0.4983.90 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 22071219AI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/62.0.5035.41 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 2109119BC Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/104.0.4741.57 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 22061218C Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.3866.89 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 2109119DG Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.3936.26 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 2109119DG Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/103.0.3724.62 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; MI CC9 Pro Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/105.0.4385.95 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 22087RA4DI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/88.0.3866.36 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 22061218C Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.4962.68 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 22087RA4DI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/81.0.5525.88 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; 2109119BC Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/51.0.5441.51 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 22061218C Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.5764.91 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; MI CC9 Pro Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/112.0.5402.89 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 2109119BC Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/42.0.4398.70 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; MI CC9 Pro Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/93.0.4134.46 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 22071219AI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/81.0.4564.41 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 2109119BC Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/111.0.3045.48 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 2109119BC Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/106.0.4183.34 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 22087RA4DI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/90.0.3942.58 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; MI CC9 Pro Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.3682.91 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 2109119BC Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/47.0.4131.88 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; 2201116SG Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/110.0.4238.74 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 22087RA4DI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/111.0.3683.58 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 2109119BC Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/43.0.5162.54 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 22061218C Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/98.0.5209.59 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; MI CC9 Pro Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.5527.65 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 23053RN02L Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/76.0.3480.61 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 23053RN02L Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/95.0.3749.58 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 22061218C Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.3504.38 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; MI CC9 Pro Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.5958.80 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 21091116UI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/63.0.4346.95 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 22087RA4DI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/112.0.3380.98 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 2109119DG Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/45.0.3407.43 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 22087RA4DI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.4851.66 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 2109119DG Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/40.0.3895.73 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 22071219AI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/89.0.3993.36 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 2109119BC Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/108.0.5931.57 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 22061218C Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4377.95 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 2109119DG Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/100.0.3122.43 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 2109119BC Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/106.0.3704.30 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 23053RN02L Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/62.0.3851.36 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 23053RN02L Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/55.0.3168.29 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 23053RN02L Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/93.0.5844.77 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 22071219AI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/40.0.5825.22 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; MI CC9 Pro Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/60.0.4375.83 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 2109119BC Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/63.0.4845.35 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 22071219AI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/51.0.3019.45 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 2109119DG Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4631.48 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 21091116UI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/62.0.4599.79 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 2109119BC Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.4565.39 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; 2109119BC Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.5526.30 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 21091116UI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.5136.35 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; MI CC9 Pro Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/105.0.5330.35 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 2201116SG Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/84.0.4672.71 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; 23053RN02L Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.3587.56 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 22071219AI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/52.0.3323.37 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; 21091116UI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.3522.51 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; 2109119BC Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/54.0.4162.96 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 2109119BC Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.5731.40 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; 22071219AI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/58.0.3990.25 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 23053RN02L Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/48.0.3763.31 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 12; MI CC9 Pro Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/89.0.3217.41 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 2109119DG Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/72.0.4136.66 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 15; 2109119DG Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.3129.69 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 2109119BC Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/109.0.3776.45 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 13; 21091116UI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/74.0.3599.72 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 22071219AI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/88.0.3722.37 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 9; 21091116UI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/105.0.4843.39 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 2109119BC Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/93.0.5485.97 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 14; 22087RA4DI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/82.0.4291.60 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 21091116UI Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/101.0.5457.65 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 11; 2201116SG Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/44.0.4385.77 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 2109119BC Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/93.0.5097.43 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 8; 2109119BC Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/94.0.3573.76 Mobile Safari/537.36",
"Mozilla/5.0 (Linux; Android 10; 2109119DG Build/TKQ1.220807.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/51.0.3249.70 Mobile Safari/537.36"]
